id,question_number,topic,question_text,exam_year,exam_month,exam_number
674,"1","Nomenclatura náutica","Se define “costado” como:","2021","12","05"
675,"2","Nomenclatura náutica","De las siguientes afirmaciones indique cuál es la CORRECTA:","2021","12","05"
676,"3","Nomenclatura náutica","En relación con el ancla, indique cuál de las siguientes afirmaciones es CORRECTA:","2021","12","05"
677,"4","Nomenclatura náutica","La eficacia del timón dependerá de:","2021","12","05"
678,"5","Elementos de amarre y fondeo","¿Cuál de las siguientes afirmaciones relativas al fondeo es INCORRECTA?","2021","12","05"
679,"6","Elementos de amarre y fondeo","¿Cuál de las siguientes afirmaciones es CORRECTA?","2021","12","05"
680,"7","Seguridad","Ante una emergencia, ¿cuál es la forma de contactar con Salvamento Marítimo?","2021","12","05"
681,"8","Seguridad","En una embarcación de recreo, al aumentar los pesos en cubierta:","2021","12","05"
682,"9","Seguridad","Navegando con la mar por proa, modificar la velocidad es la forma más eficaz de:","2021","12","05"
683,"10","Seguridad","¿Qué señales pirotécnicas debe llevar reglamentariamente una embarcación que esté autorizada a navegar en zona 4 hasta 12 millas de la costa?","2021","12","05"
684,"11","Legislación","Conforme al Real Decreto 339/2021, de 18 de mayo, por el que se regula el equipo de seguridad y de prevención de la contaminación de las embarcaciones de recreo:","2021","12","05"
685,"12","Legislación","En las embarcaciones de recreo nacionales:","2021","12","05"
686,"13","Balizamiento","Las marcas de aguas navegables son:","2021","12","05"
687,"14","Balizamiento","¿Qué ritmo y color tendrá la luz de una marca lateral de bifurcación de la región A que indique el canal principal a Babor?","2021","12","05"
688,"15","Balizamiento","El color de las boyas de las marcas de peligro aislado será:","2021","12","05"
689,"16","Balizamiento","La marca de tope de las marcas de peligro aislado será:","2021","12","05"
690,"17","Balizamiento","En las marcas especiales:","2021","12","05"
691,"18","Reglamento (RIPA)","De acuerdo a la Regla 16 del RIPA, maniobra del buque que cede el paso, todo buque que esté obligado a mantenerse apartado de la derrota de otro buque:","2021","12","05"
692,"19","Reglamento (RIPA)","De acuerdo a la Regla 18 del RIPA, obligaciones entre categorías de buques, sin perjuicio de lo dispuesto en otras reglas, los buques dedicados a la pesca, en navegación, se mantendrán apartados de la derrota de:","2021","12","05"
693,"20","Reglamento (RIPA)","Según la Regla 7 del RIPA, para determinar si existe riesgo de abordaje, se tendrán en cuenta, entre otras, las siguientes consideraciones:","2021","12","05"
694,"21","Reglamento (RIPA)","Según la Regla 14 del RIPA, cuando dos buques de propulsión mecánica naveguen de vuelta encontrada a rumbos opuestos o casi opuestos, con riesgo de abordaje:","2021","12","05"
695,"22","Reglamento (RIPA)","Según el anexo IV del RIPA, ¿cuál de las siguientes señales indica peligro y necesidad de ayuda?","2021","12","05"
696,"23","Reglamento (RIPA)","Según la Regla 24.a.v) del RIPA, cuando un buque de propulsión mecánica que remolque a otro exhiba una marca bicónica en el lugar más visible, significará que:","2021","12","05"
697,"24","Reglamento (RIPA)","De acuerdo a la Regla 19 del RIPA, salvo en los casos en que se haya comprobado que no existe riesgo de abordaje, todo buque que oiga, al parecer a proa de su través, la señal de niebla de otro buque:","2021","12","05"
698,"25","Reglamento (RIPA)","Según la Regla 8 del RIPA, maniobras para evitar el abordaje, ¿cuál de las siguientes afirmaciones es CORRECTA?","2021","12","05"
699,"26","Reglamento (RIPA)","Según la Regla 10 del RIPA, los buques que utilicen un dispositivo de separación del tráfico deberán, siempre que puedan, evitar:","2021","12","05"
700,"27","Reglamento (RIPA)","Según la Regla 2 del RIPA, respecto de la responsabilidad derivada de negligencias en el cumplimiento del Reglamento, este indica que:","2021","12","05"
701,"28","Maniobra y navegación","En la curva de evolución de una embarcación, la parte de la curva descrita por G en el intervalo transcurrido desde el final de la metida del timón hasta que la fuerza centrífuga, creada por la evolución, equilibra a las demás fuerzas que actúan sobre la embarcación, se denomina:","2021","12","05"
702,"29","Maniobra y navegación","La corriente de aspiración provoca el siguiente efecto:","2021","12","05"
703,"30","Emergencias en la mar","¿Cuál de las siguientes afirmaciones es CORRECTA?","2021","12","05"
704,"31","Emergencias en la mar","A la hora de reflotar una embarcación tras una varada involuntaria, ¿cuál de los siguientes aspectos NO es primordial tener en cuenta?","2021","12","05"
705,"32","Emergencias en la mar","En relación con los abordajes, ¿cuál de las siguientes afirmaciones es CORRECTA?","2021","12","05"
706,"33","Meteorología","¿Cuál de las siguientes afirmaciones es CORRECTA?","2021","12","05"
707,"34","Meteorología","En relación con las borrascas, ¿cuál de las siguientes afirmaciones es CORRECTA?","2021","12","05"
708,"35","Meteorología","Un milibar es:","2021","12","05"
709,"36","Meteorología","En relación con el Fetch, ¿cuál de las siguientes afirmaciones es INCORRECTA?","2021","12","05"
710,"37","Teoría de la navegación","El rumbo es el ángulo formado entre la dirección de la proa y:","2021","12","05"
711,"1","Nomenclatura náutica","Si dos embarcaciones están navegando en paralelo a rumbo norte con viento del Este, ¿cuál de las siguientes afirmaciones es CORRECTA?","2021","12","06"
712,"2","Nomenclatura náutica","Con respecto a la roda, se puede decir que:","2021","12","06"
713,"3","Nomenclatura náutica","El principal elemento propulsor de una embarcación a motor es:","2021","12","06"
714,"4","Nomenclatura náutica","¿Cuál de las siguientes definiciones se corresponde con “lumbrera”?","2021","12","06"
715,"5","Elementos de amarre y fondeo","¿Cuál de las siguientes afirmaciones relativas al fondeo es CORRECTA?","2021","12","06"
716,"6","Elementos de amarre y fondeo","¿Cómo se denomina la pieza fijada en la borda que sirve para pasar y guiar los cabos de amarre desde la embarcación hasta los elementos de amarre del muelle?","2021","12","06"
717,"7","Seguridad","Una embarcación tiene una buena estabilidad transversal, si tras ser apartada de su posición de equilibrio por una fuerza exterior momentánea:","2021","12","06"
718,"8","Seguridad","En el caso de que no funcionen los sistemas de radio, ¿a qué número debemos llamar si surge una emergencia marítima?","2021","12","06"
719,"9","Seguridad","Con la máquina avante y una costa a sotavento:","2021","12","06"
720,"10","Seguridad","En aguas someras:","2021","12","06"
721,"11","Legislación","En las zonas especiales se permitirá la descarga de desechos de alimentos en el mar mientras el buque está en ruta:","2021","12","06"
722,"12","Legislación","Si usted se encuentra a menos de 50 metros de la costa, en un tramo no balizado de la misma:","2021","12","06"
723,"13","Balizamiento","¿A qué tipo de marca le corresponde un espeque de color negro con una banda ancha horizontal roja?","2021","12","06"
724,"14","Balizamiento","En relación a las marcas cardinales, indique cuál de las siguientes afirmaciones es INCORRECTA:","2021","12","06"
725,"15","Balizamiento","¿Qué ritmo y color tendrá la luz de una marca de peligro aislado?","2021","12","06"
726,"16","Balizamiento","¿Qué forma tendrá la marca de tope de una marca lateral de bifurcación de la región A que indique el canal principal a babor?","2021","12","06"
727,"17","Balizamiento","Las marcas especiales:","2021","12","06"
728,"18","Reglamento (RIPA)","De acuerdo con la Regla 21.a del RIPA, la definición, “luz blanca colocada sobre el eje longitudinal del buque, que muestra su luz sin interrupción en todo un arco del horizonte de 225 grados, fijada de forma que sea visible desde la proa hasta 22,5 grados a popa del través de cada costado del buque”, se corresponde con:","2021","12","06"
729,"19","Reglamento (RIPA)","Según la Regla 10 del RIPA, dispositivos de separación del tráfico, los buques de eslora inferior a","2021","12","06"
730,"20","Reglamento (RIPA)","metros no estorbarán el tránsito seguro de:","2021","12","06"
731,"21","Reglamento (RIPA)","Según la Regla 3 del RIPA, un buque sin arrancada, pero que no está ni fondeado, ni amarrado a tierra ni varado, desde el punto de vista del Reglamento Internacional para Prevenir los Abordajes se considera:","2021","12","06"
732,"22","Reglamento (RIPA)","Según la Regla 34.d del RIPA, cuando varios buques a la vista unos de otros se aproximen, si un buque tiene dudas sobre si el otro está efectuando la maniobra adecuada para evitar el abordaje, éste indicará inmediatamente esa duda emitiendo:","2021","12","06"
733,"23","Reglamento (RIPA)","De acuerdo a la Regla 16 del RIPA, maniobra del buque que cede el paso, todo buque que esté obligado a mantenerse apartado de la derrota de otro buque maniobrará, en lo posible, con suficiente antelación y:","2021","12","06"
734,"24","Reglamento (RIPA)","Según la Regla 15 del RIPA, cuando dos buques de propulsión mecánica se crucen con riesgo de abordaje:","2021","12","06"
735,"25","Reglamento (RIPA)","Según la Regla 12 del RIPA, cuando dos buques de vela se aproximen uno al otro, con riesgo de abordaje, ¿cuál de las siguientes afirmaciones es CORRECTA?","2021","12","06"
736,"26","Reglamento (RIPA)","Según la Regla 8.c) del RIPA, ¿qué maniobra puede ser la más eficaz para evitar una situación de aproximación excesiva, si hay espacio suficiente?","2021","12","06"
737,"27","Reglamento (RIPA)","De acuerdo a la Regla 18 del RIPA, obligaciones entre categorías de buques, sin perjuicio de lo dispuesto en otras reglas, los buques de vela, en navegación, se mantendrán apartados de la derrota de:","2021","12","06"
738,"28","Maniobra y navegación","La maniobra de abarloarse consiste en:","2021","12","06"
739,"29","Maniobra y navegación","El efecto de la corriente de expulsión y de la presión lateral de las palas sobre una embarcación con hélice dextrógira, que se encuentre parada sin arrancada, con el timón a la vía y dando máquina atrás, será que:","2021","12","06"
740,"30","Emergencias en la mar","¿Qué es un espiche?","2021","12","06"
741,"31","Emergencias en la mar","Si al abandonar una embarcación es necesario lanzarse al agua, con carácter general el abandono de la misma deberá realizarse:","2021","12","06"
742,"32","Emergencias en la mar","¿Cuál de las siguientes afirmaciones es INCORRECTA?","2021","12","06"
743,"33","Meteorología","El viento que sopla en las costas durante el día del mar hacia tierra se denomina:","2021","12","06"
744,"34","Meteorología","Si se observa en un barómetro las variaciones de la presión atmosférica para un periodo de tiempo determinado y se detecta una bajada lenta y suave, ¿qué expresa esa variación?","2021","12","06"
745,"35","Meteorología","En relación con los anticiclones, ¿cuál de las siguientes afirmaciones es CORRECTA?","2021","12","06"
746,"36","Meteorología","¿Qué se entiende por Rolar?","2021","12","06"
747,"37","Teoría de la navegación","En relación con el desvío de aguja, ¿cuál de las siguientes afirmaciones es CORRECTA?","2021","12","06"
748,"38","Teoría de la navegación","La declinación magnética:","2021","12","06"
749,"39","Teoría de la navegación","Las escalas de latitudes en una carta náutica:","2021","12","06"
750,"40","Teoría de la navegación","¿Cuál de las siguientes afirmaciones sobre el abatimiento es INCORRECTA?","2021","12","06"
751,"41","Teoría de la navegación","Las marcaciones se cuentan:","2021","12","06"
752,"42","Carta de navegación","El 04 de septiembre de 2021 en Rota, se pide calcular las Horas Oficiales (Ho) de la última pleamar y la primera bajamar y las sondas en esos momentos en un bajo que la Carta marca con 4 m.","2021","12","06"
753,"43","Carta de navegación","Navegando con Rumbo Verdadero = N, salimos de un punto situado en l: 35º 45’ N; L: 005º 14’ W y navegamos una hora a una velocidad de 5 nudos. ¿Cuál de las siguientes respuestas más se aproxima a nuestra situación?","2021","12","06"
754,"44","Carta de navegación","El día 16 de octubre de 2021, a las HRB: 13:12 con Rumbo verdadero 295º tomamos una marcación por estribor al faro de Punta de Gracia (Pta Camarinal) de 025º, a su vez, la demora de aguja al Faro de Punta de Gracia (Pta Camarinal) es de 320º. En el momento de la toma de la marcación sabemos que nos encontramos en la oposición entre el Faro de Isla Tarifa y el Faro de Punta Malabata. Desconociendo el desvío de aguja, ¿cuál se aproxima más a nuestro rumbo de aguja y coordenadas a las 13:12?","2021","12","06"
755,"45","Carta de navegación","El día 18 de diciembre de 2021 navegando a velocidad 9 nudos nos encontramos a 1,5 millas al noreste (NE) verdadero de la marca cardinal Este situada Sur de Barbate. En ese mismo instante ponemos rumbo para pasar a 2 millas del Cabo Trafalgar. Sabiendo que el desvío de la aguja es 2ºW, ¿cuál de las siguientes respuestas más se aproxima al Rumbo de Aguja de nuestra embarcación?","2021","12","06"
756,"1","Nomenclatura náutica","La parte de una embarcación que al avanzar va cortando las aguas en que navega, se denomina:","2022","04","01"
757,"2","Nomenclatura náutica","Las hélices de palas abatibles son aquellas que tienen como función principal:","2022","04","01"
758,"3","Nomenclatura náutica","El plano que separa la obra viva de la obra muerta, se denomina:","2022","04","01"
759,"4","Nomenclatura náutica","A la abertura practicada en la bovedilla, sobre el codaste, para el paso de la cabeza del timón y juego de la caña engastada en ella, se la denomina:","2022","04","01"
760,"5","Elementos de amarre y fondeo","En relación con el fondeo, ¿cuál de las siguientes afirmaciones es INCORRECTA?","2022","04","01"
761,"6","Elementos de amarre y fondeo","¿Cuál de las siguientes afirmaciones es CORRECTA?","2022","04","01"
762,"7","Seguridad","¿Qué significa capear el temporal?","2022","04","01"
763,"8","Seguridad","La maniobra de Boutakow consiste en:","2022","04","01"
764,"9","Seguridad","La flotabilidad mínima de los chalecos salvavidas para adultos estibados en una embarcación que navega en zona 4, debe ser de:","2022","04","01"
765,"10","Seguridad","¿Cuál de las siguientes afirmaciones es INCORRECTA?","2022","04","01"
766,"11","Legislación","Según el artículo 22 del Real Decreto 339/2021, de 18 de mayo, por el que se regula el equipo de seguridad y de prevención de la contaminación de las embarcaciones de recreo, una embarcación sin marcado CE que disponga de depósitos de retención fijos estará provista de una conexión universal:","2022","04","01"
767,"12","Legislación","Según el artículo 3 del Real Decreto 339/2021, de 18 de mayo, por el que se regula el equipo de seguridad y de prevención de la contaminación de las embarcaciones de recreo, aquellas sin marcado CE estarán facultadas para navegar:","2022","04","01"
768,"13","Balizamiento","La forma de las marcas especiales es:","2022","04","01"
769,"14","Balizamiento","El protocolo para la numeración de las marcas laterales, especialmente en vías navegables confinadas, deberá:","2022","04","01"
770,"15","Balizamiento","Una marca cardinal de color negro con una ancha banda horizontal de color amarillo será:","2022","04","01"
771,"16","Balizamiento","Si avistamos una marca de peligro aislado, ¿qué maniobra es la más recomendable?","2022","04","01"
772,"17","Balizamiento","Las marcas de aguas navegables pueden utilizarse para indicar:","2022","04","01"
773,"18","Reglamento (RIPA)","Según la regla 1 del RIPA, éste será de aplicación a:","2022","04","01"
774,"19","Reglamento (RIPA)","Según la Regla 18 del RIPA, los buques de propulsión mecánica, en navegación, se mantendrán apartados de la derrota de:","2022","04","01"
775,"20","Reglamento (RIPA)","Según la Regla 5 del RIPA, todos los buques mantendrán una eficaz vigilancia:","2022","04","01"
776,"21","Reglamento (RIPA)","De acuerdo con la Regla 28 del RIPA, si observamos un buque exhibiendo en el lugar más visible, tres luces rojas todo horizonte en línea vertical o un cilindro, se tratará de:","2022","04","01"
777,"22","Reglamento (RIPA)","De acuerdo con la Regla 20 del RIPA, las reglas relativas a marcas:","2022","04","01"
778,"23","Reglamento (RIPA)","Según la Regla 14 del RIPA, cuando dos buques de propulsión mecánica naveguen de vuelta encontrada a rumbos opuestos o casi opuestos, con riesgo de abordaje:","2022","04","01"
779,"24","Reglamento (RIPA)","Según la Regla 9 del RIPA, en relación con los buques que naveguen a lo largo de un paso o canal angosto, ¿cuál de las siguientes afirmaciones es CORRECTA?","2022","04","01"
780,"25","Reglamento (RIPA)","De acuerdo a la Regla 21 del RIPA, la “luz de tope” es:","2022","04","01"
781,"26","Reglamento (RIPA)","Según la Regla 34.e del RIPA, los buques que se aproximen a un recodo o zona de un paso o canal en donde, por estar obstruida la visión, no puedan ver a otros buques, harán sonar:","2022","04","01"
782,"27","Reglamento (RIPA)","De acuerdo a la Regla 15 del RIPA, cuando dos buques de propulsión mecánica se crucen con riesgo de abordaje, el buque que tenga al otro por su costado de estribor:","2022","04","01"
783,"28","Maniobra y navegación","La definición de “tesar” es:","2022","04","01"
784,"29","Maniobra y navegación","En una maniobra de ciaboga con una hélice, dando atrás, ¿cuál de las siguientes afirmaciones es INCORRECTA?","2022","04","01"
785,"30","Emergencias en la mar","En el caso de que se declare un incendio a bordo, ¿qué NO se debe hacer?","2022","04","01"
786,"31","Emergencias en la mar","En relación con el servicio Centro Radio-Médico Español, ¿cuál de las siguientes afirmaciones es CORRECTA?","2022","04","01"
787,"32","Emergencias en la mar","¿Cuál de las siguientes afirmaciones es INCORRECTA?","2022","04","01"
788,"33","Meteorología","De acuerdo a su definición, ¿cuál de los siguientes comportamientos no implica forzosamente una variación en la intensidad del viento?","2022","04","01"
789,"34","Meteorología","En relación con las borrascas, señale la afirmación INCORRECTA:","2022","04","01"
790,"35","Meteorología","De las siguientes opciones, señale la afirmación INCORRECTA en relación con las fuentes válidas para obtener información meteorológica:","2022","04","01"
791,"36","Meteorología","La escala Beaufort:","2022","04","01"
792,"37","Teoría de la navegación","El ángulo formado entre el meridiano geográfico y el meridiano magnético se denomina:","2022","04","01"
793,"38","Teoría de la navegación","¿Cuál de las siguientes afirmaciones es INCORRECTA?","2022","04","01"
794,"39","Teoría de la navegación","Suponiendo la existencia de viento por la amura, para corregir el abatimiento y finalmente hacer un rumbo de superficie deseado:","2022","04","01"
795,"40","Teoría de la navegación","Navegando en una embarcación se lee en el compás rumbo SW, en ese momento se encuentra bajo el efecto una corriente de 4 nudos con dirección NW. Por lo tanto, se sabe que la embarcación:","2022","04","01"
796,"41","Teoría de la navegación","En las cartas mercatorianas una milla es:","2022","04","01"
797,"42","Carta de navegación","Situados a 3,5 millas al sur verdadero del faro de Cabo Trafalgar del día 5 de abril de 2013 con una velocidad de 5 nudos ponemos rumbo para pasar a 2 millas al sur de la marca cardinal Este situada en las proximidades de Barbate. Sabiendo que el desvío de la aguja es 2º (-), ¿cuál de las siguientes respuestas más se aproxima al Rumbo de Aguja de nuestra embarcación?","2022","04","01"
798,"43","Carta de navegación","Navegando a rumbo de aguja=N45E, a HRB=21:20, tomamos demora de aguja a Cabo Espartel (S20E) y marcación a Punta Malabata (70º estribor). Una vez situados, ponemos rumbo a pasar a 3 millas de Punta Cires, con una velocidad de máquinas de 12 nudos. Se pide calcular la HRB a la que pasaremos al sur verdadero de Isla Tarifa, suponiendo que en el momento de la navegación existe una declinación magnética de 5º (-) en la zona y que no existe desvío para ningún rumbo.","2022","04","01"
799,"44","Carta de navegación","Dadas las coordenadas del punto con latitud 36º 07,3'N y Longitud 005º 45,8'W, sitúelo en la carta e indique de que punto se trata:","2022","04","01"
800,"45","Carta de navegación","Nos encontramos navegando en las inmediaciones del faro de Torre de Gracia en un lugar de sonda en la carta de 200 metros. En ese mismo instante tomamos la demora de aguja al faro de Torre de Gracia que nos da como resultado 035°. El desvío es 3° (-) y la declinación magnética 2° (+). ¿Cuál de las siguientes coordenadas más se aproxima a nuestra situación estimada?","2022","04","01"
801,"1","Nomenclatura náutica","A la abertura practicada en la bovedilla, sobre el codaste, para el paso de la cabeza del timón y juego de la caña engastada en ella, se la denomina:","2022","04","02"
802,"2","Nomenclatura náutica","La parte de una embarcación que al avanzar va cortando las aguas en que navega, se denomina:","2022","04","02"
803,"3","Nomenclatura náutica","Las hélices de palas abatibles son aquellas que tienen como función principal:","2022","04","02"
804,"4","Nomenclatura náutica","El plano que separa la obra viva de la obra muerta, se denomina:","2022","04","02"
805,"5","Elementos de amarre y fondeo","¿Cuál de las siguientes afirmaciones es CORRECTA?","2022","04","02"
806,"6","Elementos de amarre y fondeo","En relación con el fondeo, ¿cuál de las siguientes afirmaciones es INCORRECTA?","2022","04","02"
807,"7","Seguridad","La maniobra de Boutakow consiste en:","2022","04","02"
808,"8","Seguridad","La flotabilidad mínima de los chalecos salvavidas para adultos estibados en una embarcación que navega en zona 4, debe ser de:","2022","04","02"
809,"9","Seguridad","¿Cuál de las siguientes afirmaciones es INCORRECTA?","2022","04","02"
810,"10","Seguridad","¿Qué significa capear el temporal?","2022","04","02"
811,"11","Legislación","Según el artículo 22 del Real Decreto 339/2021, de 18 de mayo, por el que se regula el equipo de seguridad y de prevención de la contaminación de las embarcaciones de recreo, una embarcación sin marcado CE que disponga de depósitos de retención fijos estará provista de una conexión universal:","2022","04","02"
812,"12","Legislación","Según el artículo 3 del Real Decreto 339/2021, de 18 de mayo, por el que se regula el equipo de seguridad y de prevención de la contaminación de las embarcaciones de recreo, aquellas sin marcado CE estarán facultadas para navegar:","2022","04","02"
813,"13","Balizamiento","La forma de las marcas especiales es:","2022","04","02"
814,"14","Balizamiento","Si avistamos una marca de peligro aislado, ¿qué maniobra es la más recomendable?","2022","04","02"
815,"15","Balizamiento","Una marca cardinal de color negro con una ancha banda horizontal de color amarillo será:","2022","04","02"
816,"16","Balizamiento","El protocolo para la numeración de las marcas laterales, especialmente en vías navegables confinadas, deberá:","2022","04","02"
817,"17","Balizamiento","Las marcas de aguas navegables pueden utilizarse para indicar:","2022","04","02"
818,"18","Reglamento (RIPA)","Según la Regla 14 del RIPA, cuando dos buques de propulsión mecánica naveguen de vuelta encontrada a rumbos opuestos o casi opuestos, con riesgo de abordaje:","2022","04","02"
819,"19","Reglamento (RIPA)","Según la regla 1 del RIPA, éste será de aplicación a:","2022","04","02"
820,"20","Reglamento (RIPA)","Según la Regla 18 del RIPA, los buques de propulsión mecánica, en navegación, se mantendrán apartados de la derrota de:","2022","04","02"
821,"21","Reglamento (RIPA)","Según la Regla 5 del RIPA, todos los buques mantendrán una eficaz vigilancia:","2022","04","02"
822,"22","Reglamento (RIPA)","De acuerdo a la Regla 15 del RIPA, cuando dos buques de propulsión mecánica se crucen con riesgo de abordaje, el buque que tenga al otro por su costado de estribor:","2022","04","02"
823,"23","Reglamento (RIPA)","Según la Regla 9 del RIPA, en relación con los buques que naveguen a lo largo de un paso o canal angosto, ¿cuál de las siguientes afirmaciones es CORRECTA?","2022","04","02"
824,"24","Reglamento (RIPA)","Según la Regla 34.e del RIPA, los buques que se aproximen a un recodo o zona de un paso o canal en donde, por estar obstruida la visión, no puedan ver a otros buques, harán sonar:","2022","04","02"
825,"25","Reglamento (RIPA)","De acuerdo a la Regla 21 del RIPA, la “luz de tope” es:","2022","04","02"
826,"26","Reglamento (RIPA)","De acuerdo con la Regla 20 del RIPA, las reglas relativas a marcas:","2022","04","02"
827,"27","Reglamento (RIPA)","De acuerdo con la Regla 28 del RIPA, si observamos un buque exhibiendo en el lugar más visible, tres luces rojas todo horizonte en línea vertical o un cilindro, se tratará de:","2022","04","02"
828,"28","Maniobra y navegación","La definición de “tesar” es:","2022","04","02"
829,"29","Maniobra y navegación","En una maniobra de ciaboga con una hélice, dando atrás, ¿cuál de las siguientes afirmaciones es INCORRECTA?","2022","04","02"
830,"30","Emergencias en la mar","¿Cuál de las siguientes afirmaciones es INCORRECTA?","2022","04","02"
831,"31","Emergencias en la mar","En relación con el servicio Centro Radio-Médico Español, ¿cuál de las siguientes afirmaciones es CORRECTA?","2022","04","02"
832,"32","Emergencias en la mar","En el caso de que se declare un incendio a bordo, ¿qué NO se debe hacer?","2022","04","02"
833,"33","Meteorología","De las siguientes opciones, señale la afirmación INCORRECTA en relación con las fuentes válidas para obtener información meteorológica:","2022","04","02"
834,"34","Meteorología","De acuerdo a su definición, ¿cuál de los siguientes comportamientos no implica forzosamente una variación en la intensidad del viento?","2022","04","02"
835,"35","Meteorología","En relación con las borrascas, señale la afirmación INCORRECTA:","2022","04","02"
836,"36","Meteorología","La escala Beaufort:","2022","04","02"
837,"37","Teoría de la navegación","El ángulo formado entre el meridiano geográfico y el meridiano magnético se denomina:","2022","04","02"
838,"38","Teoría de la navegación","Suponiendo la existencia de viento por la amura, para corregir el abatimiento y finalmente hacer un rumbo de superficie deseado:","2022","04","02"
839,"39","Teoría de la navegación","¿Cuál de las siguientes afirmaciones es INCORRECTA?","2022","04","02"
840,"40","Teoría de la navegación","Navegando en una embarcación se lee en el compás rumbo SW, en ese momento se encuentra bajo el efecto una corriente de 4 nudos con dirección NW. Por lo tanto, se sabe que la embarcación:","2022","04","02"
841,"41","Teoría de la navegación","En las cartas mercatorianas una milla es:","2022","04","02"
842,"42","Carta de navegación","Dadas las coordenadas del punto con latitud 36º 07,3'N y Longitud 005º 45,8'W, sitúelo en la carta e indique de que punto se trata:","2022","04","02"
843,"43","Carta de navegación","Situados a 3,5 millas al sur verdadero del faro de Cabo Trafalgar del día 5 de abril de 2013 con una velocidad de 5 nudos ponemos rumbo para pasar a 2 millas al sur de la marca cardinal Este situada en las proximidades de Barbate. Sabiendo que el desvío de la aguja es 2º (-), ¿cuál de las siguientes respuestas más se aproxima al Rumbo de Aguja de nuestra embarcación?","2022","04","02"
844,"44","Carta de navegación","Navegando a rumbo de aguja=N45E, a HRB=21:20, tomamos demora de aguja a Cabo Espartel (S20E) y marcación a Punta Malabata (70º estribor). Una vez situados, ponemos rumbo a pasar a 3 millas de Punta Cires, con una velocidad de máquinas de 12 nudos. Se pide calcular la HRB a la que pasaremos al sur verdadero de Isla Tarifa, suponiendo que en el momento de la navegación existe una declinación magnética de 5º (-) en la zona y que no existe desvío para ningún rumbo.","2022","04","02"
845,"45","Carta de navegación","Nos encontramos navegando en las inmediaciones del faro de Torre de Gracia en un lugar de sonda en la carta de 200 metros. En ese mismo instante tomamos la demora de aguja al faro de Torre de Gracia que nos da como resultado 035°. El desvío es 3° (-) y la declinación magnética 2° (+). ¿Cuál de las siguientes coordenadas más se aproxima a nuestra situación estimada?","2022","04","02"
846,"1","Nomenclatura náutica","Las válvulas de entrada y salida de fluidos colocadas por debajo de la línea de flotación son:","2022","04","03"
847,"2","Nomenclatura náutica","El viento en una embarcación:","2022","04","03"
848,"3","Nomenclatura náutica","La manga de un barco es:","2022","04","03"
849,"4","Nomenclatura náutica","La pieza en forma de corona en la que se engranan los eslabones para cobrar de la cadena del ancla, se denomina:","2022","04","03"
850,"5","Elementos de amarre y fondeo","¿Cuál de las siguientes afirmaciones es CORRECTA?","2022","04","03"
851,"6","Elementos de amarre y fondeo","En relación al fondeo, ¿cuál de las siguientes afirmaciones es CORRECTA?","2022","04","03"
852,"7","Seguridad","En lo relativo a los extintores que debe llevar una embarcación sin marcado CE de 12 metros de eslora de casco y que navega por zona 4, ¿cuál de las siguientes afirmaciones es INCORRECTA?","2022","04","03"
853,"8","Seguridad","¿A qué se refiere la expresión “a son de mar”?","2022","04","03"
854,"9","Seguridad","Tras una caída al agua, ¿cuál de las siguientes medidas NO es recomendada para evitar o tratar la hipotermia?","2022","04","03"
855,"10","Seguridad","¿Con cuál de los siguientes números de teléfono nos ponemos en contacto con Salvamento Marítimo?","2022","04","03"
856,"11","Legislación","Conforme al artículo 33.1 del Convenio internacional para la seguridad de la vida humana en el mar, 1974, el capitán de un buque que reciba alerta de socorro y no pueda prestar auxilio:","2022","04","03"
857,"12","Legislación","Según el artículo 23 del Real Decreto 339/2021, de 18 de mayo, por el que se regula el equipo de seguridad y de prevención de la contaminación de las embarcaciones de recreo, se prohíbe la descarga de aguas sucias por las embarcaciones de recreo en aguas en las que España ejerce soberanía, derechos soberanos o jurisdicción, salvo que la embarcación efectúe la descarga:","2022","04","03"
858,"13","Balizamiento","En relación a las marcas cardinales, indique la respuesta INCORRECTA:","2022","04","03"
859,"14","Balizamiento","Entrando en un puerto vemos una boya cónica de color verde con una banda roja en el medio, ¿qué indica?","2022","04","03"
860,"15","Balizamiento","Es una marca especial:","2022","04","03"
861,"16","Balizamiento","La marca de tope en las marcas de aguas navegables:","2022","04","03"
862,"17","Balizamiento","¿Qué marcas emiten una luz de color blanco y ritmo en grupos de dos destellos?","2022","04","03"
863,"18","Reglamento (RIPA)","De acuerdo con la Regla 26.b.i) del RIPA, los buques dedicados a la pesca de arrastre, es decir, remolcando a través del agua redes de arrastre u otras artes de pesca, exhibirán:","2022","04","03"
864,"19","Reglamento (RIPA)","Según la Regla 13 del RIPA, se considera buque que alcanza a todo buque que se aproxime a otro viniendo desde:","2022","04","03"
865,"20","Reglamento (RIPA)","Según la regla 2 del RIPA:","2022","04","03"
866,"21","Reglamento (RIPA)","De acuerdo a la Regla 18 del RIPA, sin perjuicio de lo dispuesto en otras reglas, los buques de vela, en navegación, se mantendrán apartados de la derrota de:","2022","04","03"
867,"22","Reglamento (RIPA)","Según la Regla 15 del RIPA, cuando dos buques de propulsión mecánica se crucen con riesgo de abordaje:","2022","04","03"
868,"23","Reglamento (RIPA)","Según la Regla 10 del RIPA, los buques dedicados a una operación de mantenimiento de la seguridad de la navegación en un dispositivo de separación de tráfico quedarán exentos del cumplimiento de esta Regla:","2022","04","03"
