id,question_id,answer_id,answer_text
1130,283,"B","Marcas especiales."
1131,283,"C","Marcas de peligro aislado."
1132,283,"D","Marcas cardinales."
1133,284,"A","La marca de peligro aislado se coloca siempre sobre o próxima a un peligro rodeado por todas partes de aguas navegables, especificando siempre el tamaño del peligro."
1134,284,"B","La marca de peligro aislado se coloca siempre sobre o próxima a un peligro rodeado por todas partes de aguas navegables, especificando siempre la distancia a la marca a la que se puede navegar con seguridad."
1135,284,"C","La marca de peligro aislado contendrá toda la información necesaria sobre dicho peligro, de modo que no será necesario consultar cartas ni publicaciones náuticas."
1136,284,"D","La marca de peligro aislado no puede especificar el tamaño del peligro y la distancia al mismo a la que se puede navegar con seguridad, por lo que el navegante deberá consultar la carta y las publicaciones náuticas."
1137,285,"A","Una esfera negra."
1138,285,"B","Una esfera naranja."
1139,285,"C","Una esfera roja."
1140,285,"D","Una esfera blanca."
1141,286,"A","Amarillo."
1142,286,"B","Rojo."
1143,286,"C","Rojo y negro."
1144,286,"D","Rojo y amarillo."
1145,287,"A","Dos conos superpuestos con los vértices hacia arriba."
1146,287,"B","Dos conos superpuestos con los vértices hacia abajo."
1147,287,"C","Dos esferas superpuestas."
1148,287,"D","Un cono con base sobre una esfera. Reglamento (RIPA)."
1149,288,"A","Nunca."
1150,288,"B","Siempre."
1151,288,"C","Siempre que utilice la máquina propulsora."
1152,288,"D","Siempre y cuando tenga la vela izada."
1153,289,"A","Que existe riesgo de abordaje."
1154,289,"B","Que las variaciones de demora son irrelevantes, las que importan son las variaciones de marcación."
1155,289,"C","Que debemos mantener nuestro rumbo y velocidad."
1156,289,"D","Que iremos cambiando el rumbo hacia babor repetidas veces pero con pocos grados cada vez."
1157,290,"A","i) en la parte de proa, una luz roja todo horizonte o una bola; y ii) en la popa, o cerca de ella, y a una altura inferior a la de la luz prescrita en el apartado i), una luz roja todo horizonte."
1158,290,"B","i) en la parte de proa, una luz roja todo horizonte o un cilindro; y ii) en la popa, o cerca de ella, y a una altura inferior a la de la luz prescrita en el apartado i), una luz roja todo horizonte."
1159,290,"C","i) en la parte de proa, una luz blanca todo horizonte o una bola; y ii) en la popa, o cerca de ella, y a una altura inferior a la de la luz prescrita en el apartado i), una luz blanca todo horizonte."
1160,290,"D","i) en la parte de proa, una luz blanca todo horizonte o una marca bicónica; y ii) en la popa, o cerca de ella, y a una altura superior a la de la luz prescrita en el apartado i), una luz blanca todo horizonte."
1161,291,"A","Dos luces todo horizonte en línea vertical, roja la superior y blanca la inferior."
1162,291,"B","Dos luces todo horizonte en línea vertical, blanca la superior y roja la inferior."
1163,291,"C","Dos luces rojas todo horizonte en línea vertical."
1164,291,"D","Tres luces rojas todo horizonte en línea vertical."
1165,292,"A","Una bandera cuadrada que tenga debajo de ella una bola."
1166,292,"B","Una bandera cuadrada que tenga debajo de ella tres bolas."
1167,292,"C","Una bandera cuadrada que tenga debajo de ella dos bolas."
1168,292,"D","Una bandera cuadrada que tenga encima de ella dos bolas."
1169,293,"A","De día."
1170,293,"B","Desde la puesta del sol hasta su salida."
1171,293,"C","Únicamente cuando hay visibilidad reducida."
1172,293,"D","Cuando el buque esté en peligro y requiera ayuda."
1173,294,"A","El buque remolcador y el remolcado pueden apartarse, en todo caso, de mi derrota sin problemas."
1174,294,"B","El buque remolcado llevará las luces y marcas de buque ""sin gobierno""."
1175,294,"C","Puede tratarse de un buque, el remolcado, con capacidad de maniobra restringida ya que no lleva máquina."
1176,294,"D","Puede tratarse de que ambos buques, remolcador y remolcado, se hallan con capacidad de maniobra restringida. Esta circunstancia se advertirá en las luces y marcas desplegadas por los buques."
1177,295,"A","La derrota de un buque dedicado a la pesca."
1178,295,"B","La derrota de un buque de propulsión mecánica."
1179,295,"C","La derrota de cualquier otro buque de vela que tenga cazada la mayor de las velas de cuchillo."
1180,295,"D","La derrota de cualquier otra embarcación."
1181,296,"A","Cuando un peligro de navegación, riesgo de abordaje o circunstancias especiales, incluidas las limitaciones de los buques interesados, que han de tomarse en consideración al interpretar y cumplir el Reglamento, hagan necesario apartarse del mismo para evitar un peligro inmediato."
1182,296,"B","Cuando un peligro de navegación, riesgo de abordaje o circunstancias especiales, incluidas las limitaciones de los buques interesados, que han de tomarse en consideración al interpretar y cumplir el Reglamento, hagan necesario apartarse del mismo para evitar un peligro potencial."
1183,296,"C","En ningún caso."
1184,296,"D","Sólo para cumplir una regla especial establecida por la autoridad competente."
1185,297,"A","Una luz de alcance."
1186,297,"B","Una luz blanca todo horizonte."
1187,297,"C","Una luz de tope."
1188,297,"D","Una luz verde en la banda de estribor y una luz roja en la banda de babor. Maniobra y navegación."
1189,298,"A","Arriar o dejar ir un cabo o cadena que está trabajando."
1190,298,"B","Dejar libre totalmente el cabo."
1191,298,"C","Tirar de un cabo para recoger el seno o para tensarlo."
1192,298,"D","Tirar el cabo al agua."
1193,299,"A","Aflojar o arriar un poco un cabo que esta tenso."
1194,299,"B","Tirar de un cabo para tensarlo."
1195,299,"C","Largar el esprín de proa."
1196,299,"D","Poner el timón a una banda. Emergencias en la mar."
1197,300,"A","Cada cuarto de hora."
1198,300,"B","Cada hora."
1199,300,"C","Cada dos horas."
1200,300,"D","No se debe aflojar nunca."
1201,301,"A","Nunca."
1202,301,"B","Sólo cuando se produzca un incendio."
1203,301,"C","Sin precipitarnos, cuando tengamos la completa seguridad de que se va a hundir."
1204,301,"D","Sólo cuando tengamos la completa certeza de que otro barco nos está viendo."
1205,302,"A","En fuegos con presencia de electricidad."
1206,302,"B","En incendios de metales."
1207,302,"C","En fuegos tipo A."
1208,302,"D","En incendios de gases. Meteorología"
1209,303,"A","La tierra hacia el mar y perpendicular a la costa durante las horas nocturnas."
1210,303,"B","El mar a la tierra y perpendicular a la costa durante las horas nocturnas."
1211,303,"C","La tierra hacia el mar y perpendicular a la costa durante las horas diurnas."
1212,303,"D","El mar a la tierra y perpendicular a la costa durante las horas diurnas."
1213,304,"A","Cambiar de dirección."
1214,304,"B","Disminuir de intensidad."
1215,304,"C","Aumentar de intensidad."
1216,304,"D","Disminuir su temperatura."
1217,305,"A","A través del servicio móvil de la AEMET."
1218,305,"B","A través del equipo de VHF."
1219,305,"C","Midiendo la temperatura del agua."
1220,305,"D","Realizando una Llamada Selectiva Digital."
1221,306,"A","Presión por debajo de 760 mm de columna de mercurio."
1222,306,"B","Presión por encima de 760 mm de columna de mercurio."
1223,306,"C","Presión por encima de 1013,2 milibares."
1224,306,"D","Presión por debajo de 980 mm de columna de agua. Teoría de la navegación."
1225,307,"A","Es el ángulo horizontal que nos da el sextante hasta la visual de un objeto."
1226,307,"B","En la aleta de babor, tiene un valor entre 90° y 180°."
1227,307,"C","Es el ángulo horizontal medido desde nuestro rumbo hasta la visual de un objeto."
1228,307,"D","Es el ángulo horizontal medido desde el Norte hasta la visual de un objeto."
1229,308,"A","Altura de marea."
1230,308,"B","Amplitud de marea."
1231,308,"C","Media de marea."
1232,308,"D","Cero Hidrográfico."
1233,309,"A","Demora."
1234,309,"B","Enfilación."
1235,309,"C","Isóbara."
1236,309,"D","Distancia."
1237,310,"A","Desvío de la aguja."
1238,310,"B","Declinación magnética."
1239,310,"C","Corrección total."
1240,310,"D","Demora de aguja."
1241,311,"A","El desvío es el mismo para cada aguja que tengamos a bordo."
1242,311,"B","El desvío no varía con el rumbo que lleva la embarcación."
1243,311,"C","El desvío es el ángulo que forma el norte magnético con el norte de aguja."
1244,311,"D","La tablilla de desvíos se calibra siempre cada 10º. Carta de navegación."
1245,312,"A","074, 5º."
1246,312,"B","090º."
1247,312,"C","070, 5º."
1248,312,"D","092, 8º."
1249,313,"A","32,1 millas náuticas."
1250,313,"B","32,3 millas náuticas."
1251,313,"C","31,5 millas náuticas."
1252,313,"D","31,8 millas náuticas."
1253,314,"A","l= 36° - 10,0' N L=006° - 05,0' W."
1254,314,"B","l= 36° - 10,0' N L=005° - 05,0' W."
1255,314,"C","l= 36° - 16,0' N L=006° - 05,0' W."
1256,314,"D","l= 36° - 16,0' N L=005° - 05,0' W."
1257,315,"A","l = 36º 01,8´N L = 005º 14,5´W."
1258,315,"B","l = 36º 00,6´N L = 005º 14,2´W."
1259,315,"C","l = 35º 58,9´N L = 005º 23,0´W."
1260,315,"D","l = 36º 00,0´N L = 005º 23,3´W."
1261,316,"A","El desplazamiento de la embarcación aumenta."
1262,316,"B","El calado de la embarcación disminuye."
1263,316,"C","El puntal de la embarcación aumenta."
1264,316,"D","El desplazamiento de la embarcación disminuye."
1265,317,"A","Aletas."
1266,317,"B","Lumbreras."
1267,317,"C","Amuras."
1268,317,"D","Sentinas."
1269,318,"A","Zarpar."
1270,318,"B","Filar."
1271,318,"C","Virar."
1272,318,"D","Fondear."
1273,319,"A","Piezas en forma de capuchón que protegen los orificos donde va el eje."
1274,319,"B","El conjunto de cables y poleas que transmiten los movimientos de la rueda a la pala del timón."
1275,319,"C","Orificios por los que la parte superior de la mecha del timón atraviesa el casco."
1276,319,"D","Cada uno de los extremos libres de un cabo o cable. Elementos de amarre y fondeo."
1277,320,"A","Atravesado al viento y con arrancada avante."
1278,320,"B","Proa al viento y timón contrario a la banda de caída."
1279,320,"C","Proa al viento y timón a la banda de caída."
1280,320,"D","Proa al viento y con arrancada avante."
1281,321,"A","El extremo del cabo."
1282,321,"B","La pieza del muelle para hacer firme un cabo que generalmente es de madera."
1283,321,"C","El lazo que se forma en el extremo de un cabo doblándolo y uniéndolo con costura o ligada."
1284,321,"D","El nudo empleado para unir dos cabos. Seguridad."
1285,322,"A","Llamando por teléfono al 900102102 en cualquier zona de navegación en la que nos encontremos."
1286,322,"B","Por el canal de socorro de telefonía VHF (canal 15)."
1287,322,"C","Mediante el canal de socorro de llamada selectiva digital de VHF (canal 16)."
1288,322,"D","Llamando por teléfono al 900202202."
1289,323,"A","El centro de empuje se situa en un punto tal que el par adrizante igual al par escorante."
1290,323,"B","El centro de empuje se situa en un punto tal que el par escorante es mayor que el par adrizante."
1291,323,"C","El centro de empuje se situa en un punto tal que el par adrizante es mayor que el par escorante."
1292,323,"D","El centro de carena y el centro de empuje no se encuentran en la misma línea vertical."
1293,324,"A","Aumentar la velocidad."
1294,324,"B","Modificar el rumbo."
1295,324,"C","Disminuir la velocidad."
1296,324,"D","Mantener rumbo constante."
1297,325,"A","Disminuir la resistencia a la propulsión y aumentar las cualidades de maniobra de las embarcaciones cuando se desplazan a gran velocidad."
1298,325,"B","Disminuir la resistencia a la propulsión y aumentar las cualidades de maniobra de las embarcaciones cuando se desplazan a poca velocidad."
1299,325,"C","Aumentar la resistencia a la propulsión y disminuir las cualidades de maniobra de las embarcaciones cuando se desplazan a gran velocidad."
1300,325,"D","Aumentar la resistencia a la propulsión y aumentar las cualidades de maniobra de las embarcaciones cuando se desplazan a poca velocidad. Legislación."
1301,326,"A","Trimestralmente ante la Autoridad Portuaria competente."
1302,326,"B","Anualmente ante la Capitanía Marítima de su puerto base."
1303,326,"C","Cada seis meses ante la instalación portuaria receptora autorizada para su gestión."
1304,326,"D","Cada vez que entren en puerto."
1305,327,"A","Se permite con tratamiento, y que además, el efluente no produzca sólidos flotantes visibles ni en ocasiones decoloración."
1306,327,"B","No se permite ninguna descarga, a no ser que la velocidad de la embarcación sea superior a 4 nudos, en cuyo caso se permite la descarga con tratamiento."
1307,327,"C","Se permite la descarga, si las aguas sucias han sido previamente desmenuzadas y desinfectadas y la velocidad de la embarcación es superior a 4 nudos."
1308,327,"D","No se permite ninguna descarga, ni siquiera con tratamiento. Balizamiento."
1309,328,"A","Dos conos negros superpuestos con los vértices hacia arriba."
1310,328,"B","Dos conos negros superpuestos con los vértices hacia abajo."
1311,328,"C","Dos esferas negras."
1312,328,"D","Una esfera roja."
1313,329,"A","Grupo de seis centelleos rápidos más un destello largo cada diez segundos o grupo de seis centelleos más un centelleo largo cada quince segundos, de luz blanca."
1314,329,"B","Grupo de tres centelleos rápidos más un destello largo cada diez segundos o grupo de tres centelleos más un centelleo largo cada quince segundos, de luz blanca."
1315,329,"C","Grupo de nueve centelleos rápidos más un destello largo cada diez segundos o grupo de nueve centelleos más un centelleo largo cada quince segundos, de luz blanca."
1316,329,"D","Grupo de nueve centelleos rápidos más un destello largo cada diez segundos o grupo de doce centelleos más un centelleo largo cada quince segundos, de luz blanca."
1317,330,"A","Dos conos negros superpuestos."
1318,330,"B","Dos esferas blancas superpuestas."
1319,330,"C","Dos esferas negras superpuestas."
1320,330,"D","Dos conos naranjas superpuestos."
1321,331,"A","Color verde y con forma cónica, de castillete o espeque."
1322,331,"B","Color rojo y con forma cilíndrica, de castillete o espeque."
1323,331,"C","Color rojo y con forma cónica, de castillete o espeque."
1324,331,"D","Color verde y con forma cilíndrica, de castillete o espeque."
1325,332,"A","Rojo con una o varias anchas bandas horizontales negras."
1326,332,"B","Negro con una o varias anchas bandas horizontales rojas."
1327,332,"C","Franjas verticales rojas y blancas."
1328,332,"D","Amarillo. Reglamento (RIPA)."
1329,333,"A","Buques de vela siempre que su maquinaria propulsora no se esté utilizando."
1330,333,"B","Buques dedicados al lanzamiento o recuperación de aeronaves."
1331,333,"C","Buques en navegación que estén haciendo combustible o transportando carga, provisiones o personas."
1332,333,"D","Buques dedicados a trabajos hidrográficos."
1333,334,"A","Sólo si su eslora es inferior a 12 metros."
1334,334,"B","Sí."
1335,334,"C","No."
1336,334,"D","Sólo si su eslora es inferior a 7 metros."
1337,335,"A","Un trozo de lona de color naranja con un cuadrado negro y un círculo, u otro símbolo pertinente."
1338,335,"B","Un trozo de lona de color verde con un cuadrado negro y un círculo, u otro símbolo pertinente."
1339,335,"C","Un trozo de lona de color rojo con un círculo negro."
1340,335,"D","Un trozo de lona de color amarillo con un cuadrado negro y un círculo, u otro símbolo pertinente."
1341,336,"A","Un buque solo tendrá obligación de navegar a la velocidad de seguridad cuando la densidad del tráfico y el estado de visibilidad así lo aconsejen."
1342,336,"B","La velocidad de seguridad de una embarcación de menos de 20 metros siempre es 4 nudos."
1343,336,"C","La velocidad de seguridad es una característica constructiva de la embarcación que permanece inalterable a lo largo del tiempo."
1344,336,"D","La velocidad de seguridad de una embarcación depende de varios factores, por lo que varía en cada momento."
1345,337,"A","Un disparo de cañón, u otra señal detonante, repetidos a intervalos de un minuto aproximadamente."
1346,337,"B","Cohetes o granadas que despidan estrellas rojas, lanzados uno a uno y a cortos intervalos."
1347,337,"C","La señal de peligro «MC» del Código Internacional de Señales."
1348,337,"D","Llamaradas a bordo (como las que se producen al arder un barril de brea, petróleo, etc.)."
1349,338,"A","Un buque dedicado a la pesca."
1350,338,"B","Un buque de vela."
1351,338,"C","Un buque de propulsión mecánica."
1352,338,"D","Un buque de propulsión mecánica con capacidad de maniobra restringida por razón de su actividad."
1353,339,"A","Una pitada larga a intervalos que no excedan de dos minutos, si el buque se encuentra a la vista de otros buques."
1354,339,"B","Una señal de identificación consistente en dos pitadas largas, si el buque se encuentra en una zona de visibilidad reducida."
1355,339,"C","Una pitada larga a intervalos que no excedan de dos minutos, si el buque se encuentra en una zona de visibilidad reducida."
1356,339,"D","A intervalos que no excedan de dos minutos, dos pitadas largas consecutivas separadas por un intervalo de unos dos segundos entre ambas, si el buque se encuentra a la vista de otros buques."
1357,340,"A","Deberán acercarse a él lo máximo posible."
1358,340,"B","Deberán justificar su falta de utilización a la llegada a puerto."
1359,340,"C","Deberán apartarse de él dejando el mayor margen posible."
1360,340,"D","No está permitido navegar fuera del dispositivo."
1361,341,"A","Un buque con capacidad de maniobra restringida."
1362,341,"B","Un buque sin gobierno."
1363,341,"C","Un buque de pesca de arrastre cuando está faenando."
1364,341,"D","Un buque de vela de más de 24 metros navegando a motor."
1365,342,"A","Utilizaremos o exhibiremos, juntas o por separado, las distintas señales de peligro recogidas en el RIPA."
1366,342,"B","Nunca utilizaremos más de una señal de peligro a la vez, ya que podrían confundir a los servicios de salvamento sobre si necesitamos ayuda o no."
1367,342,"C","Exhibiremos una luz amarilla de centelleos todo horizonte."
1368,342,"D","Exhibiremos una luz amarilla de centelleos todo horizonte, junto con una marca bicónica. Maniobra y navegación."
1369,343,"A","Realizar la aproximación proa al viento y a la boya, con poca arrancada, hasta quedar parados a una distancia mínima de la boya y a barlovento de ella."
1370,343,"B","Realizar la aproximación con una ligera arrancada atrás, hasta quedar parados a una distancia mínima de la boya y a sotavento de ella."
1371,343,"C","Utilizar preferentemente las cornamusas de amarre situadas en la popa de la embarcación."
1372,343,"D","No amarrar por seno."
1373,344,"A","Es mayor."
1374,344,"B","Desaparece."
1375,344,"C","Es menor."
1376,344,"D","Permanece igual. Emergencias en la mar."
1377,345,"A","Clase A."
1378,345,"B","Clase B."
1379,345,"C","Clase C."
1380,345,"D","Clase F."
1381,346,"A","En la obra viva."
1382,346,"B","En la obra muerta."
1383,346,"C","En el costado de la obra viva."
1384,346,"D","En la amura."
1385,347,"A","Canal 07."
1386,347,"B","Canal 16."
1387,347,"C","Canal 70."
1388,347,"D","Canal 77. Meteorología"
1389,348,"A","Aumenta al aumentar la altura sobre el mar."
1390,348,"B","Aumenta al ganar profundidad sumergido en el mar."
1391,348,"C","Disminuye al aumentar la altura sobre el mar."
1392,348,"D","Disminuye al ganar profundidad sumergido en el mar."
1393,349,"A","Veleta."
1394,349,"B","Anemómetro."
1395,349,"C","Catavientos."
1396,349,"D","Cazoleta."
1397,350,"A","Un viento que se desplaza desde la tierra hacia el mar y perpendicular a la costa durante las horas nocturnas."
1398,350,"B","Un viento que se desplaza desde el mar a la tierra y perpendicular a la costa durante las horas nocturnas."
1399,350,"C","Un viento que se desplaza desde la tierra hacia el mar y perpendicular a la costa durante las horas diurnas."
1400,350,"D","Un viento que se desplaza desde el mar a la tierra y perpendicular a la costa durante las horas diurnas."
1401,351,"A","Es una medida empírica de la intensidad del viento basada principalmente en el estado del mar, de sus olas y la fuerza del viento."
1402,351,"B","El espacio rectilíneo en la superficie del mar sobre el que sopla un viento generador de olas durante un tiempo determinado."
1403,351,"C","El tiempo en el que el viento sopla en una zona."
1404,351,"D","Es la clasificacion de los diferentes estados del mar en 10 grados tomando como referencia el tamaño de las olas Teoría de la navegación."
1405,352,"A","-14."
1406,352,"B","-2."
1407,352,"C","14."
1408,352,"D","2."
1409,353,"A","290º."
1410,353,"B","70º."
1411,353,"C","110º."
1412,353,"D","250º."
1413,354,"A","Los rumbos verdaderos y su corrección total de 15 en 15 grados."
1414,354,"B","El rumbo de aguja y el desvío."
1415,354,"C","El rumbo magnético y el desvío de 5 en 5 grados en el formato oficial."
1416,354,"D","Sólo los desvíos a aplicar."
1417,355,"A","Un rumbo."
1418,355,"B","Una oposición."
1419,355,"C","Una isobática."
1420,355,"D","Una distancia."
1421,356,"A","Estilo."
1422,356,"B","Rosa."
1423,356,"C","Línea de fe."
1424,356,"D","Mortero. Carta de navegación."
1425,357,"A","l = 36º 13,2´N L = 006º 07,6´W."
1426,357,"B","l = 36º 08,8´N L = 006º 05,0´W."
1427,357,"C","l = 36º 11,2´N L = 006º 06,5´W."
1428,357,"D","l = 36º 15,0´N L = 006º 06,2´W."
1429,358,"A","l= 35º56,1’ N; L= 005º27,1’ W."
1430,358,"B","l=35º55,2’ N; L= 005º24,0’ W."
1431,358,"C","l= 35º56,6’ N; L= 005º28,6’ W."
1432,358,"D","l= 35º54,7’ N; L= 005º29,0’ W."
1433,359,"A","78º."
1434,359,"B","255º."
1435,359,"C","256º."
1436,359,"D","259º."
1437,360,"A","l=35°54' N L=005°40' E."
1438,360,"B","l=36°06' N L=005°48' W."
1439,360,"C","l=35°54' N L=005°42' W."
1440,360,"D","l=35°50' N L=005°42' E."
1441,361,"A","Lumbreras."
1442,361,"B","Imbornales."
1443,361,"C","Portillos."
1444,361,"D","Manguerotes."
1445,362,"A","Amura."
1446,362,"B","Aleta."
1447,362,"C","Codaste."
1448,362,"D","Roda."
1449,363,"A","Rezón."
1450,363,"B","Ancla multibrazo."
1451,363,"C","Ancla Danforth."
1452,363,"D","Arganeo."
1453,364,"A","Levar."
1454,364,"B","Virar."
1455,364,"C","Zarpar."
1456,364,"D","Filar. Elementos de amarre y fondeo."
1457,365,"A","El radio."
1458,365,"B","El diámetro."
1459,365,"C","La longitud de su circunferencia."
1460,365,"D","El grosor."
1461,366,"A","En las cornamusas."
1462,366,"B","En los norays."
1463,366,"C","En las bitas."
1464,366,"D","En cualquiera de los anteriores. Seguridad."
1465,367,"A","Es recomendable empujar por la popa en lugar de tirar por proa, ya que de esta forma se acortan las distancias de maniobra."
1466,367,"B","Hay que intentar mantener una distancia entre el remolcador y el remolcado equivalente a 7 esloras de la embarcación remolcada."
1467,367,"C","El remolcador y el remolcado deberán navegar lo más juntos posible, teniendo en cuenta que a menor velocidad deberá ser mayor la longitud del remolque."
1468,367,"D","Ambas embarcaciones estarán abarloadas y unidas por los cabos oportunos."
1469,368,"A","Tener todos los objetos a bordo correctamente estibados y trincados."
1470,368,"B","No permitir la existencia de carenas líquidas a bordo."
1471,368,"C","Mantener cerrados los grifos de fondo y cualquier conducto bajo la línea de flotación no necesario para la navegación."
1472,368,"D","Aumentar si es posible el calado para incrementar la estabilidad."
1473,369,"A","Estar en cubierta, fuera de su embalaje y listas para su uso en caso de emergencia."
1474,369,"B","Mantenerse dentro de su embalaje, salvo en las comprobaciones periódicas de funcionamiento."
1475,369,"C","Guardarse en lugar húmedo para evitar su encendido accidental y llevar siempre impresas sus instrucciones de uso."
1476,369,"D","Guardarse en un recipiente completamente estanco, fácilmente accesible y llevar siempre impresas sus instrucciones de uso."
1477,370,"A","Dar máquina toda atrás cuando nos percatemos de su caída."
1478,370,"B","Realizar la maniobra de Anderson o la maniobra de Beaufort."
1479,370,"C","Realizar una maniobra de exploración en espiral cuadrada."
1480,370,"D","Realizar la maniobra de Boutakow. Legislación."
1481,371,"A","Espacio marino del Tinto y del Odiel."
1482,371,"B","Cabo de Creus."
1483,371,"C","Isla Medes."
1484,371,"D","Acantilados de Maro-Cerro Gordo."
1485,372,"A","Navegarán a una velocidad de seguridad que según la Regla 6 del RIPA se estima en 3 nudos."
1486,372,"B","Evitarán interferir el tráfico normal de los mismos, no debiendo en ningún caso dar ocasión a que los buques que se encuentren navegando se vean obligados a maniobrarles."
1487,372,"C","No podrán navegar por el interior de los puertos."
1488,372,"D","Sólo están obligadas a navegar a velocidades que no formen olas que puedan producir situaciones peligrosas para embarcaciones de pequeño porte. Balizamiento."
1489,373,"A","Dos conos superpuestos con los vértices hacia arriba."
1490,373,"B","Dos conos superpuestos con los vértices hacia abajo."
1491,373,"C","Dos esferas superpuestas."
1492,373,"D","Un cono con base sobre una esfera."
1493,374,"A","Una esfera negra."
1494,374,"B","Una esfera naranja."
1495,374,"C","Una esfera roja."
1496,374,"D","Una esfera blanca."
1497,375,"A","La marca de peligro aislado se coloca siempre sobre o próxima a un peligro rodeado por todas partes de aguas navegables, especificando siempre el tamaño del peligro."
1498,375,"B","La marca de peligro aislado se coloca siempre sobre o próxima a un peligro rodeado por todas partes de aguas navegables, especificando siempre la distancia a la marca a la que se puede navegar con seguridad."
1499,375,"C","La marca de peligro aislado contendrá toda la información necesaria sobre dicho peligro, de modo que no será necesario consultar cartas ni publicaciones náuticas."
1500,375,"D","La marca de peligro aislado no puede especificar el tamaño del peligro y la distancia al mismo a la que se puede navegar con seguridad, por lo que el navegante deberá consultar la carta y las publicaciones náuticas."
1501,376,"A","Amarillo."
1502,376,"B","Rojo."
1503,376,"C","Rojo y negro."
1504,376,"D","Rojo y amarillo."
1505,377,"A","Marcas de aguas navegables."
1506,377,"B","Marcas especiales."
1507,377,"C","Marcas de peligro aislado."
1508,377,"D","Marcas cardinales. Reglamento (RIPA)."
1509,378,"A","Cuando un peligro de navegación, riesgo de abordaje o circunstancias especiales, incluidas las limitaciones de los buques interesados, que han de tomarse en consideración al interpretar y cumplir el Reglamento, hagan necesario apartarse del mismo para evitar un peligro inmediato."
1510,378,"B","Cuando un peligro de navegación, riesgo de abordaje o circunstancias especiales, incluidas las limitaciones de los buques interesados, que han de tomarse en consideración al interpretar y cumplir el Reglamento, hagan necesario apartarse del mismo para evitar un peligro potencial."
1511,378,"C","En ningún caso."
1512,378,"D","Sólo para cumplir una regla especial establecida por la autoridad competente."
1513,379,"A","Una bandera cuadrada que tenga debajo de ella una bola."
1514,379,"B","Una bandera cuadrada que tenga debajo de ella tres bolas."
1515,379,"C","Una bandera cuadrada que tenga debajo de ella dos bolas."
1516,379,"D","Una bandera cuadrada que tenga encima de ella dos bolas."
1517,380,"A","i) en la parte de proa, una luz roja todo horizonte o una bola; y ii) en la popa, o cerca de ella, y a una altura inferior a la de la luz prescrita en el apartado i), una luz roja todo horizonte."
1518,380,"B","i) en la parte de proa, una luz roja todo horizonte o un cilindro; y ii) en la popa, o cerca de ella, y a una altura inferior a la de la luz prescrita en el apartado i), una luz roja todo horizonte."
1519,380,"C","i) en la parte de proa, una luz blanca todo horizonte o una bola; y ii) en la popa, o cerca de ella, y a una altura inferior a la de la luz prescrita en el apartado i), una luz blanca todo horizonte."
1520,380,"D","i) en la parte de proa, una luz blanca todo horizonte o una marca bicónica; y ii) en la popa, o cerca de ella, y a una altura superior a la de la luz prescrita en el apartado i), una luz blanca todo horizonte."
1521,381,"A","La derrota de un buque dedicado a la pesca."
1522,381,"B","La derrota de un buque de propulsión mecánica."
1523,381,"C","La derrota de cualquier otro buque de vela que tenga cazada la mayor de las velas de cuchillo."
1524,381,"D","La derrota de cualquier otra embarcación."
1525,382,"A","El buque remolcador y el remolcado pueden apartarse, en todo caso, de mi derrota sin problemas."
1526,382,"B","El buque remolcado llevará las luces y marcas de buque ""sin gobierno""."
1527,382,"C","Puede tratarse de un buque, el remolcado, con capacidad de maniobra restringida ya que no lleva máquina."
1528,382,"D","Puede tratarse de que ambos buques, remolcador y remolcado, se hallan con capacidad de maniobra restringida. Esta circunstancia se advertirá en las luces y marcas desplegadas por los buques."
1529,383,"A","Nunca."
1530,383,"B","Siempre."
1531,383,"C","Siempre que utilice la máquina propulsora."
1532,383,"D","Siempre y cuando tenga la vela izada."
1533,384,"A","Una luz de alcance."
1534,384,"B","Una luz blanca todo horizonte."
1535,384,"C","Una luz de tope."
1536,384,"D","Una luz verde en la banda de estribor y una luz roja en la banda de babor."
1537,385,"A","De día."
1538,385,"B","Desde la puesta del sol hasta su salida."
1539,385,"C","Únicamente cuando hay visibilidad reducida."
1540,385,"D","Cuando el buque esté en peligro y requiera ayuda."
1541,386,"A","Dos luces todo horizonte en línea vertical, roja la superior y blanca la inferior."
1542,386,"B","Dos luces todo horizonte en línea vertical, blanca la superior y roja la inferior."
1543,386,"C","Dos luces rojas todo horizonte en línea vertical."
1544,386,"D","Tres luces rojas todo horizonte en línea vertical."
1545,387,"A","Que existe riesgo de abordaje."
1546,387,"B","Que las variaciones de demora son irrelevantes, las que importan son las variaciones de marcación."
1547,387,"C","Que debemos mantener nuestro rumbo y velocidad."
1548,387,"D","Que iremos cambiando el rumbo hacia babor repetidas veces pero con pocos grados cada vez. Maniobra y navegación."
1549,388,"A","Arriar o dejar ir un cabo o cadena que está trabajando."
1550,388,"B","Dejar libre totalmente el cabo."
1551,388,"C","Tirar de un cabo para recoger el seno o para tensarlo."
1552,388,"D","Tirar el cabo al agua."
1553,389,"A","Aflojar o arriar un poco un cabo que esta tenso."
1554,389,"B","Tirar de un cabo para tensarlo."
1555,389,"C","Largar el esprín de proa."
1556,389,"D","Poner el timón a una banda. Emergencias en la mar."
1557,390,"A","Cada cuarto de hora."
1558,390,"B","Cada hora."
1559,390,"C","Cada dos horas."
1560,390,"D","No se debe aflojar nunca."
1561,391,"A","En fuegos con presencia de electricidad."
1562,391,"B","En incendios de metales."
1563,391,"C","En fuegos tipo A."
1564,391,"D","En incendios de gases."
1565,392,"A","Nunca."
